"REF_DATE","GEO","DGUID","Age group","Teen pregnancy outcomes","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","Yukon","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385104","12.1.2.2","28.1","","","","1"
"1999","Yukon","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385105","12.1.3.1","26","","","","0"
"1999","Yukon","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385106","12.1.3.2","23.6","","","","1"
"1999","Yukon","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385107","12.1.4.1","2","","","","0"
"1999","Yukon","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385108","12.1.4.2","1.8","","","","1"
"1999","Yukon","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385109","12.2.1.1","24","","","","0"
"1999","Yukon","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385110","12.2.1.2","33.9","","","","1"
"1999","Yukon","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4385111","12.2.2.1","11","","","","0"
"1999","Yukon","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385112","12.2.2.2","15.5","","","","1"
"1999","Yukon","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4385113","12.2.3.1","12","","","","0"
"1999","Yukon","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385114","12.2.3.2","16.9","","","","1"
"1999","Yukon","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4385115","12.2.4.1","1","","","","0"
"1999","Yukon","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385116","12.2.4.2","1.4","","","","1"
"1999","Yukon","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385117","12.3.1.1","35","","","","0"
"1999","Yukon","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385118","12.3.1.2","88.6","","","","1"
"1999","Yukon","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4385119","12.3.2.1","20","","","","0"
"1999","Yukon","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385120","12.3.2.2","50.6","","","","1"
"1999","Yukon","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385121","12.3.3.1","14","","","","0"
"1999","Yukon","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385122","12.3.3.2","35.4","","","","1"
"1999","Yukon","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385123","12.3.4.1","1","","","","0"
"1999","Yukon","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385124","12.3.4.2","2.5","","","","1"
"1999","Northwest Territories including Nunavut","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385125","13.1.1.1","381","","","t","0"
"1999","Northwest Territories including Nunavut","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385126","13.1.1.2","141.2","","","t","1"
"1999","Northwest Territories including Nunavut","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4385127","13.1.2.1","252","","","t","0"
"1999","Northwest Territories including Nunavut","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385128","13.1.2.2","93.4","","","t","1"
"1999","Northwest Territories including Nunavut","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385129","13.1.3.1","114","","","t","0"
"1999","Northwest Territories including Nunavut","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385130","13.1.3.2","42.3","","","t","1"
"1999","Northwest Territories including Nunavut","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385131","13.1.4.1","15","","","t","0"
"1999","Northwest Territories including Nunavut","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385132","13.1.4.2","5.6","","","t","1"
"1999","Northwest Territories including Nunavut","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385133","13.2.1.1","160","","","t","0"
"1999","Northwest Territories including Nunavut","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385134","13.2.1.2","100.1","","","t","1"
"1999","Northwest Territories including Nunavut","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4385135","13.2.2.1","103","","","t","0"
"1999","Northwest Territories including Nunavut","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385136","13.2.2.2","64.4","","","t","1"
"1999","Northwest Territories including Nunavut","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4385137","13.2.3.1","51","","","t","0"
"1999","Northwest Territories including Nunavut","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385138","13.2.3.2","31.9","","","t","1"
"1999","Northwest Territories including Nunavut","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4385139","13.2.4.1","6","","","t","0"
"1999","Northwest Territories including Nunavut","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385140","13.2.4.2","3.8","","","t","1"
"1999","Northwest Territories including Nunavut","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4385141","13.3.1.1","221","","","t","0"
"1999","Northwest Territories including Nunavut","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385142","13.3.1.2","201.1","","","t","1"
"1999","Northwest Territories including Nunavut","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4385143","13.3.2.1","149","","","t","0"
"1999","Northwest Territories including Nunavut","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385144","13.3.2.2","135.6","","","t","1"
"1999","Northwest Territories including Nunavut","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4385145","13.3.3.1","63","","","t","0"
"1999","Northwest Territories including Nunavut","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385146","13.3.3.2","57.3","","","t","1"
"1999","Northwest Territories including Nunavut","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4385147","13.3.4.1","9","","","t","0"
"1999","Northwest Territories including Nunavut","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4385148","13.3.4.2","8.2","","","t","1"
"2000","Canada","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384837","1.1.1.1","38600","","","","0"
"2000","Canada","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384838","1.1.1.2","38.2","","","","1"
"2000","Canada","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4384839","1.1.2.1","17350","","","","0"
"2000","Canada","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384840","1.1.2.2","17.2","","","","1"
"2000","Canada","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384841","1.1.3.1","20426","","","","0"
"2000","Canada","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384842","1.1.3.2","20.2","","","","1"
"2000","Canada","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384843","1.1.4.1","824","","","","0"
"2000","Canada","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384844","1.1.4.2","0.8","","","","1"
"2000","Canada","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384845","1.2.1.1","13012","","","","0"
"2000","Canada","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384846","1.2.1.2","21.6","","","","1"
"2000","Canada","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4384847","1.2.2.1","5372","","","","0"
"2000","Canada","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384848","1.2.2.2","8.9","","","","1"
"2000","Canada","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4384849","1.2.3.1","7369","","","","0"
"2000","Canada","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384850","1.2.3.2","12.2","","","","1"
"2000","Canada","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4384851","1.2.4.1","271","","","","0"
"2000","Canada","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384852","1.2.4.2","0.5","","","","1"
"2000","Canada","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384853","1.3.1.1","25588","","","","0"
"2000","Canada","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384854","1.3.1.2","62.8","","","","1"
"2000","Canada","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4384855","1.3.2.1","11978","","","","0"
"2000","Canada","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384856","1.3.2.2","29.4","","","","1"
"2000","Canada","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384857","1.3.3.1","13057","","","","0"
"2000","Canada","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384858","1.3.3.2","32.0","","","","1"
"2000","Canada","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384859","1.3.4.1","553","","","","0"
"2000","Canada","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384860","1.3.4.2","1.4","","","","1"
"2000","Newfoundland and Labrador","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384861","2.1.1.1","569","","","","0"
"2000","Newfoundland and Labrador","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384862","2.1.1.2","28.5","","","","1"
"2000","Newfoundland and Labrador","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4384863","2.1.2.1","389","","","","0"
"2000","Newfoundland and Labrador","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384864","2.1.2.2","19.5","","","","1"
"2000","Newfoundland and Labrador","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384865","2.1.3.1","168","","","","0"
"2000","Newfoundland and Labrador","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384866","2.1.3.2","8.4","","","","1"
"2000","Newfoundland and Labrador","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384867","2.1.4.1","12","","","","0"
"2000","Newfoundland and Labrador","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384868","2.1.4.2","0.6","","","","1"
"2000","Newfoundland and Labrador","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384869","2.2.1.1","181","","","","0"
"2000","Newfoundland and Labrador","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384870","2.2.1.2","15.3","","","","1"
"2000","Newfoundland and Labrador","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4384871","2.2.2.1","123","","","","0"
"2000","Newfoundland and Labrador","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384872","2.2.2.2","10.4","","","","1"
"2000","Newfoundland and Labrador","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4384873","2.2.3.1","54","","","","0"
"2000","Newfoundland and Labrador","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384874","2.2.3.2","4.6","","","","1"
"2000","Newfoundland and Labrador","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4384875","2.2.4.1","4","","","","0"
"2000","Newfoundland and Labrador","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384876","2.2.4.2","0.3","","","","1"
"2000","Newfoundland and Labrador","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384877","2.3.1.1","388","","","","0"
"2000","Newfoundland and Labrador","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384878","2.3.1.2","47.6","","","","1"
"2000","Newfoundland and Labrador","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4384879","2.3.2.1","266","","","","0"
"2000","Newfoundland and Labrador","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384880","2.3.2.2","32.7","","","","1"
"2000","Newfoundland and Labrador","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384881","2.3.3.1","114","","","","0"
"2000","Newfoundland and Labrador","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384882","2.3.3.2","14.0","","","","1"
"2000","Newfoundland and Labrador","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384883","2.3.4.1","8","","","","0"
"2000","Newfoundland and Labrador","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384884","2.3.4.2","1.0","","","","1"
"2000","Prince Edward Island","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384885","3.1.1.1","155","","","","0"
"2000","Prince Edward Island","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384886","3.1.1.2","30.4","","","","1"
"2000","Prince Edward Island","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4384887","3.1.2.1","120","","","","0"
"2000","Prince Edward Island","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384888","3.1.2.2","23.6","","","","1"
"2000","Prince Edward Island","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384889","3.1.3.1","29","","","","0"
"2000","Prince Edward Island","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384890","3.1.3.2","5.7","","","","1"
"2000","Prince Edward Island","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384891","3.1.4.1","6","","","","0"
"2000","Prince Edward Island","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384892","3.1.4.2","1.2","","","","1"
"2000","Prince Edward Island","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384893","3.2.1.1","56","","","","0"
"2000","Prince Edward Island","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384894","3.2.1.2","18.2","","","","1"
"2000","Prince Edward Island","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4384895","3.2.2.1","43","","","","0"
"2000","Prince Edward Island","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384896","3.2.2.2","13.9","","","","1"
"2000","Prince Edward Island","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4384897","3.2.3.1","10","","","","0"
"2000","Prince Edward Island","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384898","3.2.3.2","3.2","","","","1"
"2000","Prince Edward Island","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4384899","3.2.4.1","3","","","","0"
"2000","Prince Edward Island","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384900","3.2.4.2","1.0","","","","1"
"2000","Prince Edward Island","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384901","3.3.1.1","99","","","","0"
"2000","Prince Edward Island","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384902","3.3.1.2","49.3","","","","1"
"2000","Prince Edward Island","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4384903","3.3.2.1","77","","","","0"
"2000","Prince Edward Island","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384904","3.3.2.2","38.3","","","","1"
"2000","Prince Edward Island","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384905","3.3.3.1","19","","","","0"
"2000","Prince Edward Island","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384906","3.3.3.2","9.5","","","","1"
"2000","Prince Edward Island","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384907","3.3.4.1","3","","","","0"
"2000","Prince Edward Island","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384908","3.3.4.2","1.5","","","","1"
"2000","Nova Scotia","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384909","4.1.1.1","982","","","","0"
"2000","Nova Scotia","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384910","4.1.1.2","31.5","","","","1"
"2000","Nova Scotia","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4384911","4.1.2.1","581","","","","0"
"2000","Nova Scotia","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384912","4.1.2.2","18.6","","","","1"
"2000","Nova Scotia","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384913","4.1.3.1","394","","","","0"
"2000","Nova Scotia","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384914","4.1.3.2","12.6","","","","1"
"2000","Nova Scotia","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384915","4.1.4.1","7","","","","0"
"2000","Nova Scotia","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384916","4.1.4.2","0.2","","","","1"
"2000","Nova Scotia","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384917","4.2.1.1","347","","","","0"
"2000","Nova Scotia","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384918","4.2.1.2","18.6","","","","1"
"2000","Nova Scotia","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4384919","4.2.2.1","193","","","","0"
"2000","Nova Scotia","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384920","4.2.2.2","10.4","","","","1"
"2000","Nova Scotia","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4384921","4.2.3.1","151","","","","0"
"2000","Nova Scotia","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384922","4.2.3.2","8.1","","","","1"
"2000","Nova Scotia","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4384923","4.2.4.1","3","","","","0"
"2000","Nova Scotia","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384924","4.2.4.2","0.2","","","","1"
"2000","Nova Scotia","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384925","4.3.1.1","635","","","","0"
"2000","Nova Scotia","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384926","4.3.1.2","50.4","","","","1"
"2000","Nova Scotia","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4384927","4.3.2.1","388","","","","0"
"2000","Nova Scotia","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384928","4.3.2.2","30.8","","","","1"
"2000","Nova Scotia","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384929","4.3.3.1","243","","","","0"
"2000","Nova Scotia","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384930","4.3.3.2","19.3","","","","1"
"2000","Nova Scotia","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384931","4.3.4.1","4","","","","0"
"2000","Nova Scotia","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384932","4.3.4.2","0.3","","","","1"
"2000","New Brunswick","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384933","5.1.1.1","839","","","","0"
"2000","New Brunswick","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384934","5.1.1.2","33.4","","","","1"
"2000","New Brunswick","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4384935","5.1.2.1","554","","","","0"
"2000","New Brunswick","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384936","5.1.2.2","22.0","","","","1"
"2000","New Brunswick","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384937","5.1.3.1","255","","","","0"
"2000","New Brunswick","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384938","5.1.3.2","10.1","","","","1"
"2000","New Brunswick","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384939","5.1.4.1","30","","","","0"
"2000","New Brunswick","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384940","5.1.4.2","1.2","","","","1"
"2000","New Brunswick","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384941","5.2.1.1","269","","","","0"
"2000","New Brunswick","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384942","5.2.1.2","17.8","","","","1"
"2000","New Brunswick","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4384943","5.2.2.1","140","","","","0"
"2000","New Brunswick","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384944","5.2.2.2","9.2","","","","1"
"2000","New Brunswick","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4384945","5.2.3.1","117","","","","0"
"2000","New Brunswick","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384946","5.2.3.2","7.7","","","","1"
"2000","New Brunswick","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4384947","5.2.4.1","12","","","","0"
"2000","New Brunswick","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384948","5.2.4.2","0.8","","","","1"
"2000","New Brunswick","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384949","5.3.1.1","570","","","","0"
"2000","New Brunswick","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384950","5.3.1.2","57.1","","","","1"
"2000","New Brunswick","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4384951","5.3.2.1","414","","","","0"
"2000","New Brunswick","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384952","5.3.2.2","41.4","","","","1"
"2000","New Brunswick","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384953","5.3.3.1","138","","","","0"
"2000","New Brunswick","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384954","5.3.3.2","13.8","","","","1"
"2000","New Brunswick","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384955","5.3.4.1","18","","","","0"
"2000","New Brunswick","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384956","5.3.4.2","1.8","","","","1"
"2000","Quebec","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384957","6.1.1.1","9199","","","","0"
"2000","Quebec","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384958","6.1.1.2","39.7","","","","1"
"2000","Quebec","","15 to 19 years","Live births","Number of events","Number","223","units ","0","v4384959","6.1.2.1","3183","","","","0"
"2000","Quebec","","15 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384960","6.1.2.2","13.7","","","","1"
"2000","Quebec","","15 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384961","6.1.3.1","5852","","","","0"
"2000","Quebec","","15 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384962","6.1.3.2","25.2","","","","1"
"2000","Quebec","","15 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384963","6.1.4.1","164","","","","0"
"2000","Quebec","","15 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384964","6.1.4.2","0.7","","","","1"
"2000","Quebec","","15 to 17 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384965","6.2.1.1","2656","","","","0"
"2000","Quebec","","15 to 17 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384966","6.2.1.2","19.7","","","","1"
"2000","Quebec","","15 to 17 years","Live births","Number of events","Number","223","units ","0","v4384967","6.2.2.1","760","","","","0"
"2000","Quebec","","15 to 17 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384968","6.2.2.2","5.6","","","","1"
"2000","Quebec","","15 to 17 years","Induced abortions","Number of events","Number","223","units ","0","v4384969","6.2.3.1","1845","","","","0"
"2000","Quebec","","15 to 17 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384970","6.2.3.2","13.7","","","","1"
"2000","Quebec","","15 to 17 years","Fetal loss","Number of events","Number","223","units ","0","v4384971","6.2.4.1","51","","","","0"
"2000","Quebec","","15 to 17 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384972","6.2.4.2","0.4","","","","1"
"2000","Quebec","","18 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384973","6.3.1.1","6543","","","","0"
"2000","Quebec","","18 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384974","6.3.1.2","67.3","","","","1"
"2000","Quebec","","18 to 19 years","Live births","Number of events","Number","223","units ","0","v4384975","6.3.2.1","2423","","","","0"
"2000","Quebec","","18 to 19 years","Live births","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384976","6.3.2.2","24.9","","","","1"
"2000","Quebec","","18 to 19 years","Induced abortions","Number of events","Number","223","units ","0","v4384977","6.3.3.1","4007","","","","0"
"2000","Quebec","","18 to 19 years","Induced abortions","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384978","6.3.3.2","41.2","","","","1"
"2000","Quebec","","18 to 19 years","Fetal loss","Number of events","Number","223","units ","0","v4384979","6.3.4.1","113","","","","0"
"2000","Quebec","","18 to 19 years","Fetal loss","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384980","6.3.4.2","1.2","","","","1"
"2000","Ontario","","15 to 19 years","Total, teen pregnancies","Number of events","Number","223","units ","0","v4384981","7.1.1.1","12754","","","","0"
"2000","Ontario","","15 to 19 years","Total, teen pregnancies","Rate per 1,000 females","Rates per 1,000 females","266","units ","0","v4384982","7.1.1.2","34.1","","","","1"
